date,season,team1,team2,elo1,elo2,elo_prob1,score1,score2
1999-10-03,1999,sea,rai,1534.374,1494.052,0.6470922485762443,22,21
1999-10-03,1999,pit,jax,1486.752,1601.622,0.4287201556670078,3,17
1999-10-03,1999,nyg,phi,1480.929,1329.257,0.7768259379993131,16,15
1999-10-03,1999,min,tam,1625.688,1537.274,0.7074687527489878,21,14
1999-10-03,1999,den,nyj,1589.855,1534.294,0.6668572445069727,13,21
1999-10-03,1999,dal,crd,1560.904,1451.865,0.7314219621826984,35,7
1999-10-03,1999,chi,nor,1406.381,1446.191,0.5361879373541035,14,10
1999-10-03,1999,atl,rav,1535.245,1419.772,0.7386350209050778,13,19
1999-10-03,1999,cle,nwe,1260.591,1546.782,0.2186966719872635,7,19
1999-10-03,1999,was,car,1536.015,1435.671,0.7214763400064576,38,36
1999-10-03,1999,cin,ram,1317.305,1477.559,0.36625285344982,10,38
1999-10-04,1999,mia,buf,1604.852,1529.467,0.6917089607363655,18,23
1999-10-10,1999,cle,cin,1250.397,1293.663,0.5312370054561815,17,18
1999-10-10,1999,buf,pit,1555.944,1464.047,0.7116008584486015,24,21
1999-10-10,1999,ram,sfo,1501.201,1608.677,0.4391748610804389,42,20
1999-10-10,1999,clt,mia,1434.977,1578.375,0.3890528730587155,31,34
1999-10-10,1999,kan,nwe,1525.682,1556.976,0.5483552274644643,16,14
1999-10-10,1999,min,chi,1637.061,1421.141,0.8343955574453531,22,24
1999-10-10,1999,det,sdg,1500.44,1426.141,0.6903742436747828,10,20
1999-10-10,1999,nor,atl,1431.43,1503.93,0.4892083085876522,17,20
1999-10-10,1999,oti,rav,1536.26,1451.087,0.703592733853429,14,11
1999-10-10,1999,phi,dal,1326.44,1577.665,0.2550234437879074,13,10
1999-10-10,1999,rai,den,1489.383,1558.851,0.4935703855628291,13,16
1999-10-10,1999,gnb,tam,1594.101,1525.901,0.6828197813422617,26,23
1999-10-10,1999,crd,nyg,1435.103,1483.745,0.5235236750734552,14,3
1999-10-11,1999,nyj,jax,1565.298,1624.327,0.5085921138502709,6,16
1999-10-17,1999,jax,cle,1648.784,1242.959,0.9376309088699748,24,7
1999-10-17,1999,sfo,car,1572.815,1429.979,0.7678837781118921,29,31
1999-10-17,1999,nyj,clt,1540.841,1424.561,0.7395308487603498,13,16
1999-10-17,1999,nwe,mia,1547.202,1588.791,0.533640239606631,30,31
1999-10-17,1999,nor,oti,1417.912,1543.953,0.4130477561405561,21,24
1999-10-17,1999,det,min,1465.093,1616.044,0.3787696457989415,25,23
1999-10-17,1999,den,gnb,1572.508,1602.393,0.5503631779005584,31,10
1999-10-17,1999,crd,was,1458.608,1541.707,0.4739769804808174,10,24
1999-10-17,1999,cin,pit,1301.101,1456.583,0.372652033044504,3,17
1999-10-17,1999,chi,phi,1442.159,1349.005,0.7130835645085732,16,20
1999-10-17,1999,buf,rai,1563.408,1475.726,0.7065959311299184,14,20
1999-10-17,1999,sdg,sea,1461.488,1539.043,0.4819397630812094,13,10
1999-10-17,1999,atl,ram,1517.448,1537.063,0.5649452801219037,13,41
1999-10-18,1999,nyg,dal,1460.24,1555.1,0.4571334963737743,13,10
1999-10-21,1999,rav,kan,1443.394,1535.456,0.4611332206848356,8,35
1999-10-24,1999,ram,cle,1575.911,1239.99,0.9095281170207686,34,3
1999-10-24,1999,tam,chi,1517.609,1417.428,0.7212877504158091,6,3
1999-10-24,1999,sea,buf,1524.597,1533.858,0.5795336988036786,26,16
1999-10-24,1999,rai,nyj,1505.276,1518.495,0.5739719642787876,24,23
1999-10-24,1999,nyg,nor,1475.499,1406.769,0.6834801725004166,31,3
1999-10-24,1999,nwe,den,1539.724,1599.868,0.5069878907398889,24,23
1999-10-24,1999,min,sfo,1601.839,1554.183,0.6566723763245551,40,16
1999-10-24,1999,mia,phi,1596.268,1373.736,0.8395881956460859,16,13
1999-10-24,1999,dal,was,1539.842,1567.169,0.554004320455769,38,20
1999-10-24,1999,car,det,1448.611,1479.298,0.549220453440964,9,24
1999-10-24,1999,clt,cin,1446.907,1281.715,0.7900275803037814,31,10
1999-10-24,1999,sdg,gnb,1475.934,1575.033,0.4510845513451135,3,31
1999-10-25,1999,pit,atl,1475.969,1478.599,0.5888057447251365,13,9
1999-10-31,1999,was,chi,1541.347,1410.24,0.755632634783568,48,22
1999-10-31,1999,rav,buf,1413.036,1514.191,0.4481557777798358,10,13
1999-10-31,1999,rai,mia,1511.047,1600.201,0.4652954923841286,9,16
1999-10-31,1999,kan,sdg,1565.815,1446.019,0.7434105832972856,34,0
1999-10-31,1999,det,tam,1510.236,1524.797,0.5720818713447513,20,3
1999-10-31,1999,phi,nyg,1369.803,1495.594,0.4133966979542587,17,23
1999-10-31,1999,nor,cle,1386.675,1234.685,0.777143135759132,16,21
1999-10-31,1999,den,min,1593.049,1622.865,0.5504614674477234,20,23
1999-10-31,1999,crd,nwe,1433.147,1546.544,0.4307981349403905,3,27
1999-10-31,1999,clt,dal,1458.658,1565.664,0.4398413450543517,34,24
1999-10-31,1999,cin,jax,1269.964,1651.754,0.1390036792453317,10,41
1999-10-31,1999,atl,car,1465.728,1417.674,0.6571887216072198,27,20
1999-10-31,1999,oti,ram,1555.096,1581.215,0.555721839744368,24,21
1999-11-01,1999,gnb,sea,1604.948,1544.263,0.6733774988279433,7,27
1999-11-07,1999,mia,oti,1619.342,1567.2,0.6624705989985551,17,0
1999-11-07,1999,sdg,den,1429.187,1577.538,0.3822977180659571,17,33
1999-11-07,1999,det,ram,1534.418,1569.111,0.5435049893202164,31,27
1999-11-07,1999,nyj,crd,1512.725,1406.01,0.7287858100832157,12,7
1999-11-07,1999,was,buf,1556.137,1526.416,0.6330346908687425,17,34
1999-11-07,1999,sfo,pit,1533.157,1488.84,0.6523260133061536,6,27
1999-11-07,1999,sea,cin,1587.75,1261.542,0.904820695806413,37,20
1999-11-07,1999,nor,tam,1355.778,1500.614,0.387087134812428,16,31
1999-11-07,1999,gnb,chi,1561.461,1395.45,0.7908085782215419,13,14
1999-11-07,1999,clt,kan,1486.045,1582.646,0.4546475005815368,25,17
1999-11-07,1999,cle,rav,1265.582,1400.811,0.4002867110616023,9,41
1999-11-07,1999,car,phi,1404.113,1354.147,0.6596640549916445,33,7
1999-11-07,1999,atl,jax,1479.289,1660.176,0.3391466831779509,7,30
1999-11-08,1999,min,dal,1638.375,1538.277,0.7211916900326846,27,17
1999-11-14,1999,buf,mia,1564.657,1637.868,0.4881856205905915,23,3
1999-11-14,1999,tam,kan,1521.327,1558.332,0.5402010792694701,17,10
1999-11-14,1999,sea,den,1592.421,1598.41,0.5841163411360196,20,17
1999-11-14,1999,pit,cle,1531.276,1238.455,0.8869324354880751,15,16
1999-11-14,1999,phi,was,1332.827,1517.896,0.3337722457892826,35,28
1999-11-14,1999,nyg,clt,1511.25,1510.359,0.5937040398605272,19,27
1999-11-14,1999,nor,sfo,1335.065,1490.721,0.3724179006502116,24,6
1999-11-14,1999,jax,rav,1680.654,1427.937,0.8616337414943608,6,3
1999-11-14,1999,dal,gnb,1525.839,1549.212,0.5596210554652303,27,13
1999-11-14,1999,crd,det,1396.995,1548.913,0.3774607173382222,23,19
1999-11-14,1999,cin,oti,1256.871,1548.675,0.2132259381077293,14,24
1999-11-14,1999,chi,min,1407.699,1650.813,0.2639950282664563,24,27
1999-11-14,1999,rai,sdg,1491.906,1408.315,0.7016900119497176,28,9
1999-11-14,1999,ram,car,1554.617,1425.433,0.7535828175371625,35,10
1999-11-15,1999,nwe,nyj,1573.681,1521.74,0.6622118304005481,17,24
1999-11-21,1999,kan,sea,1539.449,1603.651,0.5011484122956784,19,31
1999-11-21,1999,jax,nor,1684.006,1373.611,0.8966873411409948,41,23
1999-11-21,1999,cle,car,1253.139,1410.678,0.3698880045331029,17,31
1999-11-21,1999,cin,rav,1247.6,1424.585,0.3441989845787537,31,34
1999-11-21,1999,sfo,ram,1452.175,1569.371,0.4254439780829753,7,23
1999-11-21,1999,was,nyg,1488.589,1484.354,0.5983389191520693,23,13
1999-11-21,1999,crd,dal,1417.858,1549.247,0.4056046377774586,13,9
1999-11-21,1999,mia,nwe,1606.586,1544.594,0.6750300990148121,27,17
1999-11-21,1999,gnb,det,1525.803,1528.05,0.5893394338454266,26,17
1999-11-21,1999,tam,atl,1540.21,1458.811,0.6990420592092935,19,10
1999-11-21,1999,phi,clt,1362.134,1537.255,0.3466250680635817,17,44
1999-11-21,1999,oti,pit,1557.945,1516.592,0.6484463821911811,16,10
1999-11-21,1999,nyj,buf,1550.827,1595.938,0.5285913472991225,17,7
1999-11-21,1999,sdg,chi,1391.573,1400.928,0.5794018390925156,20,23
1999-11-22,1999,den,rai,1587.181,1508.648,0.6955598120169472,27,21
1999-11-25,1999,det,chi,1509.662,1417.409,0.7120212439082083,21,17
1999-11-25,1999,dal,mia,1529.519,1621.321,0.4615051514036632,20,0
1999-11-28,1999,rav,jax,1433.666,1689.204,0.2503352858349359,23,30
1999-11-28,1999,min,sdg,1657.584,1375.092,0.8808311702013641,35,27
1999-11-28,1999,pit,cin,1503.541,1238.519,0.8698642856925569,20,27
1999-11-28,1999,was,phi,1507.264,1340.135,0.7918712501237971,20,17
1999-11-28,1999,sea,tam,1629.368,1553.204,0.6926644009989504,3,16
1999-11-28,1999,rai,kan,1497.525,1513.732,0.5697607498871814,34,37
1999-11-28,1999,nyg,crd,1465.679,1437.586,0.6308549682780598,24,34
1999-11-28,1999,clt,nyj,1559.254,1573.232,0.5729032391373112,13,6
1999-11-28,1999,cle,oti,1233.914,1570.996,0.1727545146318045,21,33
1999-11-28,1999,car,atl,1429.903,1445.816,0.570175564654573,34,28
1999-11-28,1999,buf,nwe,1573.533,1529.86,0.6514847667945425,17,7
1999-11-28,1999,ram,nor,1592.92,1368.414,0.8411126983387497,43,12
1999-11-29,1999,sfo,gnb,1428.626,1544.191,0.4277405779549562,3,20
1999-12-02,1999,jax,pit,1698.785,1460.98,0.8510785824403716,20,6
1999-12-05,1999,atl,nor,1429.453,1358.681,0.6860176232895133,35,12
1999-12-05,1999,car,ram,1446.266,1602.653,0.3714349302611766,21,34
1999-12-05,1999,sdg,cle,1370.569,1226.028,0.7696285442880878,23,10
1999-12-05,1999,cin,sfo,1281.081,1404.455,0.416774704261259,44,30
1999-12-05,1999,rai,sea,1481.37,1590.302,0.4371115812660059,30,21
1999-12-05,1999,crd,phi,1469.177,1334.915,0.7589706280409675,21,17
1999-12-05,1999,chi,gnb,1408.758,1568.362,0.3671217798141149,19,35
1999-12-05,1999,rav,oti,1424.085,1578.883,0.3735729936367307,41,14
1999-12-05,1999,nyg,nyj,1434.088,1555.872,0.4190011824149307,41,28
1999-12-05,1999,nwe,dal,1513.932,1562.713,0.5233240770199361,13,6
1999-12-05,1999,mia,clt,1588.127,1576.614,0.6083648774977914,34,37
1999-12-05,1999,det,was,1518.314,1512.484,0.6005435119902418,33,17
1999-12-05,1999,den,kan,1598.303,1529.887,0.6830890109816263,10,16
1999-12-06,1999,tam,min,1592.271,1662.106,0.4930423248120197,24,17
1999-12-09,1999,oti,rai,1535.359,1507.82,0.6301119954668968,21,14
1999-12-12,1999,nor,ram,1339.884,1621.476,0.2232539108168402,14,30
1999-12-12,1999,sea,sdg,1563.852,1381.671,0.8057907980889153,16,19
1999-12-12,1999,was,crd,1490.555,1476.291,0.6121313808041373,28,3
1999-12-12,1999,tam,det,1613.401,1540.243,0.6889685042606218,23,16
1999-12-12,1999,sfo,atl,1372.006,1448.25,0.4838242301117044,26,7
1999-12-12,1999,pit,rav,1453.89,1467.609,0.5732680062992351,24,31
1999-12-12,1999,buf,nyg,1589.46,1465.566,0.7478845062119089,17,19
1999-12-12,1999,nyj,mia,1524.394,1570.652,0.5269457743858156,28,20
1999-12-12,1999,kan,min,1558.188,1640.976,0.4744233537750577,31,28
1999-12-12,1999,gnb,car,1588.307,1427.443,0.7858648879086166,31,33
1999-12-12,1999,dal,phi,1543.033,1327.801,0.8338475795058806,20,10
1999-12-12,1999,clt,nwe,1594.089,1533.612,0.6731140999949565,20,15
1999-12-12,1999,cin,cle,1313.53,1214.926,0.7194591352388696,44,28
1999-12-13,1999,jax,den,1705.875,1570.003,0.7606619734256103,27,24
1999-12-18,1999,car,sfo,1446.686,1403.091,0.6513828124201627,41,24
1999-12-18,1999,kan,pit,1572.879,1429.479,0.7684619511751463,35,19
1999-12-19,1999,rav,nor,1492.019,1328.368,0.7885522856861801,31,8
1999-12-19,1999,ram,nyg,1632.992,1483.542,0.7746005704892552,31,10
1999-12-19,1999,den,sea,1563.922,1538.683,0.6270208890102738,36,30
1999-12-19,1999,phi,nwe,1320.733,1522.53,0.3127128482525602,24,9
1999-12-19,1999,rai,tam,1493.058,1625.572,0.4040442964140623,45,0
1999-12-19,1999,dal,nyj,1550.101,1545.007,0.5995267206001397,21,22
1999-12-19,1999,oti,atl,1550.121,1417.165,0.7575926632324681,30,17
1999-12-19,1999,mia,sdg,1550.039,1406.84,0.7682560156043905,12,9
1999-12-19,1999,chi,det,1388.813,1528.072,0.3947308329989347,28,10
1999-12-19,1999,cle,jax,1200.129,1711.955,0.0709532917996352,14,24
1999-12-19,1999,clt,was,1605.171,1514.95,0.7096168465308847,24,21
1999-12-19,1999,crd,buf,1451.896,1571.484,0.4220816571579215,21,31
1999-12-20,1999,min,gnb,1626.285,1569.064,0.6689767367282576,24,20
1999-12-24,1999,nor,dal,1316.193,1541.517,0.2843675448078279,31,24
1999-12-25,1999,det,den,1491.183,1577.866,0.4688361036531392,7,17
1999-12-26,1999,ram,chi,1645.689,1425.702,0.8376052795055736,34,12
1999-12-26,1999,oti,jax,1561.859,1714.784,0.3760995419390859,41,14
1999-12-26,1999,nyg,min,1470.845,1636.38,0.3592257981197868,17,34
1999-12-26,1999,sea,kan,1524.739,1584.864,0.5070152285762062,23,14
1999-12-26,1999,sfo,was,1383.887,1507.43,0.4165382512166232,20,26
1999-12-26,1999,rav,cin,1504.194,1328.326,0.8000405256127228,22,0
1999-12-26,1999,atl,crd,1405.426,1432.144,0.5548703528450455,37,14
1999-12-26,1999,sdg,rai,1400.97,1540.137,0.3948573699393665,23,20
1999-12-26,1999,tam,gnb,1578.493,1558.969,0.619295546682387,29,10
1999-12-26,1999,pit,car,1417.495,1465.891,0.5238769020937778,30,20
1999-12-26,1999,nwe,buf,1481.892,1591.236,0.4365281327142545,10,13
1999-12-26,1999,cle,clt,1197.301,1612.692,0.1174282340965816,28,29
1999-12-27,1999,mia,nyj,1555.909,1553.591,0.5956839960370974,31,38
2000-01-02,1999,was,mia,1523.221,1530.353,0.5825171071837565,21,10
2000-01-02,1999,dal,nyg,1509.415,1450.987,0.6705135502235137,26,18
2000-01-02,1999,gnb,crd,1537.004,1404.335,0.7572891316558825,49,24
2000-01-02,1999,kan,rai,1562.211,1522.773,0.6459293023998984,38,41
2000-01-02,1999,min,det,1656.238,1468.918,0.8103783823236593,24,17
2000-01-02,1999,nwe,rav,1470.028,1515.496,0.5280792330278762,20,3
2000-01-02,1999,nyj,sea,1579.147,1547.392,0.6357503687677363,19,9
2000-01-02,1999,pit,oti,1440.158,1605.169,0.3599204123000592,36,47
2000-01-02,1999,chi,tam,1416.686,1600.459,0.3354332492451816,6,20
2000-01-02,1999,car,nor,1443.228,1348.295,0.7151741939162657,45,13
2000-01-02,1999,buf,clt,1603.1,1614.096,0.577098095429701,31,6
2000-01-02,1999,phi,ram,1361.371,1654.705,0.2117521370371297,38,31
2000-01-02,1999,den,sdg,1600.131,1418.334,0.8054446415735542,6,12
2000-01-02,1999,jax,cin,1671.474,1317.024,0.9179299773840266,24,7
2000-01-03,1999,atl,sfo,1433.235,1368.096,0.6789913467731391,34,29
2000-01-08,1999,was,det,1543.437,1461.843,0.6992781626708322,27,13
2000-01-08,1999,oti,buf,1622.279,1629.997,0.5816965267182524,22,16
2000-01-09,1999,min,dal,1663.313,1523.125,0.7651557851726789,27,10
2000-01-09,1999,sea,mia,1530.659,1510.137,0.620649093925513,17,20
2000-01-15,1999,tam,was,1617.696,1558.707,0.6712266071774362,14,13
2000-01-15,1999,jax,mia,1675.458,1528.041,0.7725507462083904,62,7
2000-01-16,1999,ram,min,1618.126,1675.731,0.5106406536771463,49,37
2000-01-16,1999,clt,oti,1587.199,1638.145,0.5202143077510322,16,19
2000-01-23,1999,jax,oti,1692.157,1652.661,0.646005657403318,14,33
2000-01-23,1999,ram,tam,1643.146,1622.011,0.6214795527751931,11,6
2000-01-30,1999,ram,oti,1656.199,1693.297,0.4468136631262138,23,16
2000-09-03,2000,was,car,1537.928,1476.197,0.6747004311454187,20,17
2000-09-03,2000,rai,sdg,1529.383,1470.761,0.6707602221971268,9,6
2000-09-03,2000,pit,rav,1450.365,1493.97,0.5307510198889437,0,16
2000-09-03,2000,nyg,crd,1459.851,1428.216,0.6355903896141557,21,16
2000-09-03,2000,nwe,tam,1499.712,1574.305,0.4861980704214597,16,21
2000-09-03,2000,nor,det,1388.151,1466.049,0.481446808156563,10,14
2000-09-03,2000,min,chi,1602.141,1434.633,0.7922305895967497,30,27
2000-09-03,2000,mia,sea,1509.228,1510.17,0.591156293156925,23,0
2000-09-03,2000,kan,clt,1530.606,1550.122,0.5650853436545622,14,27
2000-09-03,2000,gnb,nyj,1536.01,1565.587,0.5508018891407456,16,20
2000-09-03,2000,dal,phi,1508.805,1433.633,0.691447430656176,14,41
2000-09-03,2000,cle,jax,1298.931,1602.681,0.2019170649117878,7,27
2000-09-03,2000,buf,oti,1577.754,1614.931,0.5399551417487275,16,13
2000-09-03,2000,atl,sfo,1464.398,1406.49,0.6698519044260006,36,28
2000-09-04,2000,ram,den,1621.4,1544.882,0.6930980357417055,41,36
2000-09-10,2000,buf,gnb,1590.349,1517.99,0.6879820360899761,27,18
2000-09-10,2000,clt,rai,1580.578,1538.026,0.6500181705253429,31,38
2000-09-10,2000,sea,ram,1484.919,1631.733,0.3843892290366925,34,37
2000-09-10,2000,sdg,nor,1462.118,1372.744,0.7086111251764472,27,28
2000-09-10,2000,tam,chi,1591.652,1429.423,0.7871841997776925,41,0
2000-09-10,2000,sfo,car,1392.749,1467.669,0.4857278505258756,22,38
2000-09-10,2000,rav,jax,1524.34,1613.772,0.4648973678218629,39,36
2000-09-10,2000,phi,nyg,1482.85,1472.361,0.6069595496097545,18,33
2000-09-10,2000,oti,kan,1602.335,1500.151,0.7235997607643329,17,14
2000-09-10,2000,min,mia,1607.351,1534.479,0.6886155970730387,13,7
2000-09-10,2000,det,was,1481.456,1546.456,0.5,15,10
2000-09-10,2000,den,atl,1534.549,1478.138,0.667943376427552,42,14
2000-09-10,2000,crd,dal,1415.706,1459.588,0.5303538732926971,32,31
2000-09-10,2000,cin,cle,1377.026,1287.84,0.7083876174733689,7,24
2000-09-11,2000,nyj,nwe,1583.606,1482.365,0.7225127581009915,20,19
2000-09-17,2000,nyj,buf,1587.183,1603.874,0.5690776444335317,27,14
2000-09-17,2000,rai,den,1566.449,1555.742,0.6072588800211236,24,33
2000-09-17,2000,sea,nor,1474.643,1383.309,0.7109352910070101,20,10
2000-09-17,2000,car,atl,1495.069,1456.945,0.6441974789917907,10,15
2000-09-17,2000,chi,nyg,1415.003,1507.213,0.4609215255744283,7,14
2000-09-17,2000,cle,pit,1331.876,1419.995,0.4667781035274094,23,20
2000-09-17,2000,det,tam,1499.373,1606.072,0.4402768040185603,10,31
2000-09-17,2000,gnb,phi,1504.466,1447.997,0.6680174240521122,6,3
2000-09-17,2000,jax,cin,1598.77,1332.99,0.8703574275739053,13,0
2000-09-17,2000,ram,sfo,1642.009,1365.35,0.8772613119071933,41,24
2000-09-17,2000,mia,rav,1523.075,1539.343,0.5696746705880186,19,6
2000-09-17,2000,kan,sdg,1493.029,1451.553,0.6486077737398457,42,10
2000-09-17,2000,nwe,min,1478.788,1618.755,0.3937575219132019,13,21
2000-09-18,2000,was,dal,1528.539,1453.139,0.69172737371591,21,27
2000-09-24,2000,pit,oti,1405.054,1609.457,0.3094978001676307,20,23
2000-09-24,2000,sdg,sea,1428.115,1487.586,0.5079561989950505,12,20
2000-09-24,2000,atl,ram,1481.165,1648.15,0.3573067595170801,20,41
2000-09-24,2000,nor,phi,1370.366,1439.274,0.4943761730846153,7,21
2000-09-24,2000,tam,nyj,1632.784,1609.439,0.6244676013653312,17,21
2000-09-24,2000,rav,cin,1517.122,1327.042,0.8128077599958016,37,0
2000-09-24,2000,rai,cle,1537.487,1346.817,0.8133239645454308,36,10
2000-09-24,2000,nyg,was,1526.148,1499.783,0.6285355019781212,6,16
2000-09-24,2000,mia,nwe,1545.296,1462.055,0.7012681083811325,10,3
2000-09-24,2000,den,kan,1584.704,1516.467,0.6828659080754255,22,23
2000-09-24,2000,dal,sfo,1481.895,1359.208,0.7465721735861122,24,41
2000-09-24,2000,crd,gnb,1422.155,1513.189,0.4626040262503055,3,29
2000-09-24,2000,chi,det,1396.068,1472.661,0.4833225208785914,14,21
2000-09-25,2000,clt,jax,1552.155,1604.718,0.5178906407507066,43,14
2000-10-01,2000,cle,rav,1335.794,1529.326,0.3230282708181472,0,12
2000-10-01,2000,den,nwe,1574.627,1450.415,0.7482295067281144,19,28
2000-10-01,2000,jax,pit,1572.107,1396.985,0.7993526534001455,13,24
2000-10-01,2000,det,min,1492.657,1635.488,0.3898289556117419,24,31
2000-10-01,2000,phi,atl,1466.003,1460.055,0.6007064498425154,38,10
2000-10-01,2000,sfo,crd,1406.391,1392.018,0.6122803446631667,27,20
2000-10-01,2000,oti,nyg,1617.527,1494.699,0.7467257109131886,28,14
2000-10-01,2000,ram,sdg,1669.26,1405.737,0.8688843650412273,57,31
2000-10-01,2000,gnb,chi,1543.326,1376.073,0.7919888680572906,24,27
2000-10-01,2000,car,dal,1470.849,1434.713,0.6415701610885214,13,16
2000-10-01,2000,cin,mia,1314.838,1556.936,0.2651329817992083,16,31
2000-10-01,2000,was,tam,1531.232,1611.842,0.4775505079103225,20,17
2000-10-01,2000,buf,clt,1581.618,1584.765,0.5880850027865129,16,18
2000-10-02,2000,kan,sea,1526.544,1509.964,0.6152919722599801,24,17
2000-10-08,2000,crd,cle,1376.455,1320.137,0.6678246275592776,29,21
2000-10-08,2000,phi,was,1492.053,1545.821,0.5161585185553529,14,17
2000-10-08,2000,sfo,rai,1421.954,1548.511,0.4123278167098352,28,34
2000-10-08,2000,atl,nyg,1434.004,1482.06,0.5243650626467554,6,13
2000-10-08,2000,car,sea,1452.204,1494.537,0.5325742322904505,26,3
2000-10-08,2000,chi,nor,1400.623,1343.637,0.6686771018879292,10,31
2000-10-08,2000,cin,oti,1301.231,1630.165,0.1795607561803299,14,23
2000-10-08,2000,det,gnb,1476.998,1518.775,0.5333709007845606,31,24
2000-10-08,2000,jax,rav,1527.514,1544.982,0.5679804571983162,10,15
2000-10-08,2000,mia,buf,1570.543,1568.323,0.5955481202511178,22,13
2000-10-08,2000,nwe,clt,1488.115,1598.061,0.435675934313497,24,16
2000-10-08,2000,nyj,pit,1630.381,1441.578,0.8116867225858002,3,20
2000-10-08,2000,sdg,den,1398.217,1536.928,0.3954847607692488,7,21
2000-10-09,2000,min,tam,1651.146,1597.253,0.6647207193960409,30,23
2000-10-15,2000,crd,phi,1390.289,1477.669,0.4678370629349644,14,33
2000-10-15,2000,den,cle,1557.653,1306.303,0.8606929085750628,44,10
2000-10-15,2000,was,rav,1560.205,1565.785,0.5846881672920944,10,3
2000-10-15,2000,buf,sdg,1550.249,1377.491,0.7971611554462729,27,24
2000-10-15,2000,ram,atl,1676.78,1412.027,0.8696888957458998,45,29
2000-10-15,2000,sea,clt,1465.13,1572.744,0.4389792115896311,24,37
2000-10-15,2000,pit,cin,1494.619,1293.848,0.8219918079283779,15,0
2000-10-15,2000,nyg,dal,1504.037,1453.358,0.6605849089306074,19,14
2000-10-15,2000,nwe,nyj,1513.431,1577.34,0.5015700700497069,17,34
2000-10-15,2000,chi,min,1356.858,1664.375,0.1984452441463989,16,28
2000-10-15,2000,gnb,sfo,1499.571,1406.344,0.7131695322503177,31,28
2000-10-15,2000,kan,rai,1541.971,1564.121,0.5613553334085812,17,20
2000-10-15,2000,nor,car,1387.402,1481.611,0.458063622919031,24,6
2000-10-16,2000,oti,jax,1637.549,1506.711,0.7553465901858217,27,13
2000-10-19,2000,tam,det,1584.024,1496.202,0.7067629819728881,14,28
2000-10-22,2000,jax,was,1494.543,1577.023,0.4748654615099248,16,35
2000-10-22,2000,rav,oti,1548.967,1649.716,0.4487338467504043,6,14
2000-10-22,2000,rai,sea,1579.994,1442.4,0.7624619547807991,31,3
2000-10-22,2000,pit,cle,1503.426,1297.642,0.8261750624775606,22,0
2000-10-22,2000,phi,chi,1505.417,1347.689,0.7828113546822438,13,9
2000-10-22,2000,min,buf,1673.545,1555.325,0.7416762342648449,31,27
2000-10-22,2000,dal,crd,1441.803,1362.541,0.6964477094289884,48,7
2000-10-22,2000,clt,nwe,1595.474,1484.422,0.7336921931671276,30,23
2000-10-22,2000,cin,den,1285.041,1566.313,0.2235735096291902,31,21
2000-10-22,2000,car,sfo,1449.267,1398.925,0.6601498174577252,34,16
2000-10-22,2000,atl,nor,1405.606,1419.746,0.5726750432764529,19,21
2000-10-22,2000,kan,ram,1526.098,1683.202,0.3704718181790992,54,34
2000-10-23,2000,nyj,mia,1606.349,1588.616,0.6168618423216403,40,37
2000-10-29,2000,buf,nyj,1547.649,1616.587,0.4943330051180169,23,20
2000-10-29,2000,crd,nor,1341.246,1432.626,0.4621089146259661,10,21
2000-10-29,2000,dal,jax,1463.098,1466.316,0.5879859931687358,17,23
2000-10-29,2000,mia,gnb,1578.378,1506.99,0.6867809142641249,28,20
2000-10-29,2000,nyg,phi,1515.593,1511.765,0.5977757264941838,24,7
2000-10-29,2000,sdg,rai,1372.416,1594.643,0.2880094460451964,13,15
2000-10-29,2000,rav,pit,1529.563,1513.132,0.6150889248821854,6,9
2000-10-29,2000,sea,kan,1427.752,1566.105,0.3959775589869289,19,24
2000-10-29,2000,atl,car,1392.725,1468.284,0.4848090541404599,13,12
2000-10-29,2000,tam,min,1542.888,1681.22,0.3960064727155822,41,13
2000-10-29,2000,sfo,ram,1379.909,1643.195,0.2420586475121612,24,34
2000-10-29,2000,cle,cin,1287.936,1326.336,0.5382058574322858,3,12
2000-10-29,2000,clt,det,1605.729,1537.339,0.6830566101958262,30,18
2000-10-30,2000,was,oti,1605.25,1669.12,0.5016261949879053,21,27
2000-11-05,2000,ram,car,1653.843,1461.107,0.8151229089506112,24,27
2000-11-05,2000,cle,nyg,1262.848,1538.139,0.2296068793610821,3,24
2000-11-05,2000,det,mia,1522.009,1591.339,0.4937689516907477,8,23
2000-11-05,2000,nor,sfo,1455.32,1369.26,0.7046564783685061,31,15
2000-11-05,2000,atl,tam,1399.901,1584.967,0.3337760859653842,14,27
2000-11-05,2000,chi,clt,1341.341,1621.058,0.2251311952543796,27,24
2000-11-05,2000,sea,sdg,1414.02,1366.51,0.6564828702167361,17,15
2000-11-05,2000,crd,was,1318.552,1585.718,0.2379845555670376,16,15
2000-11-05,2000,cin,rav,1351.425,1511.854,0.3660190600573979,7,27
2000-11-05,2000,rai,kan,1600.549,1579.837,0.6209065713770496,49,31
2000-11-05,2000,oti,pit,1688.653,1530.841,0.782893554304468,9,7
2000-11-05,2000,nyj,den,1602.542,1525.018,0.6943284785482094,23,30
2000-11-05,2000,nwe,buf,1474.167,1561.694,0.4676263940311778,13,16
2000-11-05,2000,phi,dal,1489.219,1439.553,0.6592762376288017,16,13
2000-11-06,2000,gnb,min,1494.03,1639.141,0.3867116277109618,26,20
2000-11-12,2000,det,atl,1494.683,1383.196,0.7341811701962823,13,10
2000-11-12,2000,min,crd,1614.371,1330.185,0.8818509612403452,31,14
